ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
788-27-3824|30170864942698|Dorothy|Johnson|F|35490 Justin Trail|Windber|PA|15963|40.2287|-78.8303|11114|Systems developer|1972-05-30|495718883817|adults_50up_female_urban.json
390-77-2944|2720587305498249|David|Gaines|M|302 Steven Plain Apt. 678|San Antonio|TX|78218|29.4969|-98.4032|1595797|Accountant, chartered public finance|1979-09-11|697444125402|adults_2550_male_urban.json
657-35-3634|4589016492815037|Teresa|Hampton|F|0926 Williams Causeway|Piqua|OH|45356|40.1486|-84.2531|25172|Engineer, electronics|2006-10-27|562774236968|young_adults_female_urban.json
033-67-1075|30262829682442|Sarah|Nguyen|F|072 Bean Ferry|Elsa|TX|78543|26.2974|-97.9884|8447|Psychologist, sport and exercise|1976-05-23|303359320618|adults_2550_female_urban.json
430-70-0036|6011961276620801|Joseph|Pittman|M|170 Virginia Manor|Liberty|NY|12754|41.7962|-74.7484|7221|Engineer, broadcasting (operations)|1964-04-25|990730920182|adults_50up_male_urban.json
288-35-3578|372458701204240|Christopher|Mcdowell|M|9091 Summer Mount|Northport|AL|35476|33.2273|-87.5943|37522|Medical physicist|1945-12-29|9657852531|adults_50up_male_urban.json
273-73-7395|6011396702436524|Ryan|Vance|M|55364 Holly Via Suite 540|Killeen|TX|76549|31.0065|-97.841|164094|Financial manager|2000-10-04|441839194123|adults_2550_male_urban.json
279-66-8959|4597738546623238|Jessica|James|F|986 Richards Curve Suite 949|Ceres|CA|95307|37.5833|-120.9496|42753|Radio producer|1948-07-20|978631145296|adults_50up_female_urban.json
179-18-0828|4986226992066617996|Jason|Lopez|M|9992 Jason Terrace Suite 688|Hallsville|MO|65255|39.1054|-92.2239|3731|Psychologist, forensic|1967-05-15|544215802406|adults_50up_male_urban.json
192-48-7108|571348208497|Robin|Davis|F|839 Eric Crossroad|Claremont|CA|91711|34.1092|-117.7183|35705|Operational researcher|1977-10-01|30107048705|adults_2550_female_urban.json
069-38-4875|676376291438|Sarah|Harrell|F|41038 Morris Roads|Land O Lakes|FL|34639|28.2258|-82.4547|50437|Speech and language therapist|1963-02-12|143752887475|adults_50up_female_urban.json
628-70-7124|4642240592082356|Ronald|Johnson|M|6919 Hansen River Suite 298|Missouri City|TX|77459|29.5704|-95.5423|91828|Analytical chemist|1950-11-11|407409029241|adults_50up_male_urban.json
135-01-1396|30530796618692|Gary|Castillo|M|43474 Jennifer Island Apt. 137|Tulsa|OK|74106|36.1883|-95.986|413574|Water engineer|1965-06-25|933364032872|adults_50up_male_urban.json
014-07-8130|38321750361921|Vincent|Thomas|M|991 Zachary Fields Apt. 703|Weslaco|TX|78596|26.1694|-97.9887|63844|Hydrogeologist|1978-07-18|205006358516|adults_2550_male_urban.json
873-40-4507|30489047607865|Sean|Schroeder|M|07651 Kristin Roads Apt. 851|Wickliffe|OH|44092|41.6046|-81.4692|16835|Radiation protection practitioner|1975-02-11|264978335978|adults_50up_male_urban.json
171-69-9718|344563409185800|Gregory|Stephens|M|157 Nelson Union|Sterling Heights|MI|48310|42.5648|-83.0701|129683|Water quality scientist|1996-01-15|736124755406|adults_2550_male_urban.json
617-86-1917|6011770040930457|Steven|Wilson|M|39822 Linda Burg Apt. 966|Hickory|NC|28602|35.6884|-81.3612|79007|Designer, multimedia|1960-07-13|806330355287|adults_50up_male_urban.json
527-48-8913|180040788026522|Lawrence|Morgan|M|6933 Matthew Mall Apt. 303|Hewlett|NY|11557|40.6404|-73.6957|7823|Trade union research officer|1984-01-14|515333599345|adults_2550_male_urban.json
871-03-8244|213167089870927|Amanda|Shelton|F|918 Glenn Common|Newton Grove|NC|28366|35.2301|-78.3594|5061|Chief Executive Officer|1998-10-26|748181980777|adults_2550_female_urban.json
149-50-6203|5458485805263216|Brian|Douglas|M|7220 Perez Mountains|Lily|KY|40740|37.0256|-84.0282|3321|Actor|1988-04-23|526030624118|adults_2550_male_urban.json
373-92-4564|4082317146199539464|Sherri|Tucker|F|2623 Warner Ports Suite 053|Rossville|GA|30741|34.9535|-85.2968|29290|Administrator, Civil Service|2007-10-21|820930891633|young_adults_female_urban.json
758-69-4935|503857870367|Jose|Williams|M|3066 Ryan Branch|Lake Charles|LA|70605|30.1693|-93.2218|124276|Metallurgist|1993-01-06|141922971469|adults_2550_male_urban.json
657-12-7028|4989103909120302524|Alexander|Baker|M|375 Horton Lakes|Bedford|NH|03110|42.9403|-71.5213|21203|Exercise physiologist|1997-01-17|123941881817|adults_2550_male_urban.json
845-24-6430|501898602757|Thomas|Meza|M|544 Bradley Heights Suite 453|Hammond|IN|46324|41.584|-87.5034|73569|Scientist, audiological|1940-12-20|133532951043|adults_50up_male_urban.json
646-72-1979|3555834456622955|Chase|Snyder|M|56603 Garcia Manor Apt. 486|Amherst|OH|44001|41.3617|-82.2538|20769|Airline pilot|2004-07-11|10512555037|young_adults_male_urban.json
885-82-2528|6502351585015305|Barry|Hall|M|7156 Michael Mill|Salt Lake City|UT|84118|40.6504|-112.0054|594043|Teacher, music|1975-09-21|408287486921|adults_50up_male_urban.json
262-39-1230|4954794064539|Brent|Cain|M|057 Ashley Street Apt. 898|Irvine|CA|92602|33.7419|-117.7467|212569|Occupational therapist|1997-05-12|929002904576|adults_2550_male_urban.json
595-28-7040|371833597487680|Tina|Brooks|F|23771 Sanchez Avenue Apt. 922|Moose Lake|MN|55767|46.4472|-92.7466|4532|Agricultural engineer|1985-09-21|397728875125|adults_2550_female_urban.json
248-28-3108|4323964402825326|Robin|Donovan|F|9924 Scott Freeway Apt. 385|San Quentin|CA|94964|37.9416|-122.4844|5094|Counsellor|1974-04-09|146229609495|adults_50up_female_urban.json
187-03-9425|2250169332844238|Tyrone|Simpson|M|982 Lauren Orchard|Pittsburgh|PA|15235|40.4598|-79.8224|687276|Learning disability nurse|1955-03-18|355708668710|adults_50up_male_urban.json
337-35-5605|4075699913831005|Mitchell|Long|M|32262 Trevor Mountain Suite 331|Lebanon|PA|17046|40.3812|-76.4368|66923|Patent examiner|1998-06-18|798377309294|adults_2550_male_urban.json
035-51-6584|4070385036059529840|Chad|Roberts|M|740 Rachael Groves|Sikeston|MO|63801|36.8911|-89.582|23123|Adult nurse|2001-03-11|711570414027|young_adults_male_urban.json
485-98-6011|213167625906201|Sarah|Sanchez|F|85646 Justin Mission Suite 597|San Diego|CA|92128|33.0067|-117.069|1241364|Theatre director|1948-08-19|112566221380|adults_50up_female_urban.json
223-76-9351|4984914986099558|Adrian|Campbell|M|66432 Julie Ramp|Omaha|NE|68106|41.2403|-95.998|518429|Furniture designer|2005-08-15|420448042238|young_adults_male_urban.json
104-21-8980|3515948534001278|Jessica|Hale|F|39847 Thompson Route|Micanopy|FL|32667|29.5122|-82.3053|3794|Designer, television/film set|1990-08-23|435256314886|adults_2550_female_urban.json
765-65-8056|2688223788705849|Austin|Boyd|M|134 Morales Mountain Suite 605|Holden|MA|01520|42.342|-71.8414|13997|Scientist, biomedical|1987-08-20|753459160647|adults_2550_male_urban.json
276-73-6338|4097236108090|Spencer|Butler|M|2016 Kelly Island Suite 864|Brea|CA|92821|33.9291|-117.8845|39146|Lawyer|1992-07-26|732288755323|adults_2550_male_urban.json
409-42-5371|375124764000688|Jill|Meyer|F|240 Jones Light Suite 451|Mcminnville|OR|97128|45.2097|-123.2043|36141|Designer, exhibition/display|1996-02-24|980004700014|adults_2550_female_urban.json
310-34-1126|180040233868601|Jose|Hall|M|0170 Ricky Cape Suite 423|Monticello|IN|47960|40.7626|-86.755|15003|Science writer|1993-09-09|453733177468|adults_2550_male_urban.json
047-89-5453|3589830941349097|Patricia|Little|F|797 Mary Junction Apt. 841|Johnson City|TN|37615|36.3996|-82.4523|92094|Engineer, manufacturing systems|1954-08-01|426759025299|adults_50up_female_urban.json
540-02-4896|347356748095732|Laura|Rhodes|F|802 Smith Stravenue Suite 420|Albuquerque|NM|87109|35.1506|-106.569|641349|Exhibitions officer, museum/gallery|1986-11-18|102947990586|adults_2550_female_urban.json
544-77-2293|379073420319774|John|Patel|M|9514 William Manors Suite 823|Los Angeles|CA|90033|34.0487|-118.2084|2383912|Accountant, chartered certified|1984-03-21|573381828780|adults_2550_male_urban.json
133-78-5243|4841962332605860|Michelle|Sherman|F|6748 Corey Mills|Rogers|CT|06263|41.8391|-71.9063|345|Engineer, automotive|2006-08-31|3005591724|young_adults_female_rural.json
187-76-3501|4518178824265590|Emily|Dean|F|2327 Jeffrey Mountains|Hamilton|MT|59840|46.2395|-114.1679|13052|Commissioning editor|1948-01-02|684833866672|adults_50up_female_urban.json
594-04-2483|4790065487084773|Lauren|Warner|F|767 Edwards Ramp|Newark|OH|43055|40.0724|-82.4046|59605|Scientist, water quality|1982-02-04|965588290284|adults_2550_female_urban.json
554-80-0652|30378159157902|Kristin|Turner|F|68384 Jenkins Pine Apt. 207|Lawrenceville|GA|30043|34.0031|-84.0126|228867|Oceanographer|1981-07-15|163549234596|adults_2550_female_urban.json
409-88-1783|4905188129886181|Randall|Ochoa|M|706 Espinoza Vista|Detroit|MI|48228|42.3547|-83.2168|673342|Therapist, occupational|1972-03-13|957935108641|adults_50up_male_urban.json
466-76-2162|4298268933484|Matthew|Atkinson|M|703 Williams Overpass Suite 789|Phoenix|AZ|85003|33.4511|-112.0774|1312922|Patent attorney|1989-02-01|570639028068|adults_2550_male_urban.json
886-29-3130|377077312315552|Lynn|Maldonado|F|0521 Williamson Spring Apt. 844|Madera|CA|93638|37.0402|-120.0335|98719|General practice doctor|1949-05-26|339494455010|adults_50up_female_urban.json
522-69-3429|5341470123503684|Wanda|Wilson|F|910 Johns Mission Suite 802|Arlington|TX|76015|32.6931|-97.1347|370281|Exhibition designer|1966-07-31|881767751596|adults_50up_female_urban.json
274-46-6986|180046794036645|Robin|Jones|F|95737 Misty Knoll|Schenectady|NY|12308|42.8179|-73.9206|162643|Television floor manager|1968-04-09|549519175304|adults_50up_female_urban.json
724-21-9854|3573186830291587|Isabella|Thornton|F|233 Kevin Lane Suite 185|Mcallen|TX|78504|26.2556|-98.2303|131628|Forest/woodland manager|1991-07-15|272891674266|adults_2550_female_urban.json
817-50-0393|30344674621590|Howard|Campbell|M|749 Roger Mills|Lawrence|KS|66049|38.9704|-95.2769|94117|Accountant, chartered certified|1963-03-12|14330889020|adults_50up_male_urban.json
170-10-8416|4698141344760948|Ruth|Harris|F|4029 Amanda Heights Apt. 302|La Puente|CA|91744|34.0289|-117.9373|115525|Photographer|1996-09-16|940433526095|adults_2550_female_urban.json
768-04-9424|3521836677196660|Jeffrey|Miller|M|6342 Dennis Vista|Duluth|GA|30097|34.026|-84.147|103980|Conservation officer, historic buildings|1936-07-13|747898286834|adults_50up_male_urban.json
226-35-9641|213113768367595|Patrick|Davis|M|152 Hill Lodge Apt. 440|Gaithersburg|MD|20877|39.1419|-77.189|135332|Warehouse manager|1958-03-19|232633487326|adults_50up_male_urban.json
879-45-1027|30465642601867|David|Walton|M|19956 Kelly Trace Apt. 277|Mchenry|IL|60051|42.3542|-88.2294|56812|Mining engineer|1998-05-23|970021833510|adults_2550_male_urban.json
095-39-9960|501838502554|Amy|Bowen|F|4486 Taylor Place|Lynwood|CA|90262|33.9241|-118.2013|69745|Social worker|1971-11-05|628047457681|adults_50up_female_urban.json
481-97-3952|4454615749327|Hunter|Wilson|M|879 Lewis Dale Apt. 409|San Leandro|CA|94577|37.7205|-122.1587|104689|IT technical support officer|1989-01-08|267513820019|adults_2550_male_urban.json
667-56-6962|2630858001873145|Christine|Miller|F|43678 Jackson Cove|Winston Salem|NC|27127|36.0425|-80.2609|250944|Administrator, local government|2009-06-27|878260189591|young_adults_female_urban.json
562-59-1595|676268564256|Philip|Combs|M|802 Short Shoals Apt. 315|Fredericksburg|PA|17026|40.4524|-76.4267|3616|General practice doctor|1991-04-17|773863796561|adults_2550_male_urban.json
013-52-0545|503830286558|Theodore|Smith|M|24114 Anthony Lodge Suite 015|Cape Elizabeth|ME|04107|43.6017|-70.2301|8980|Call centre manager|1962-05-13|348992268716|adults_50up_male_urban.json
580-19-0313|2296338222240056|David|Madden|M|20562 Cody Shore|Staten Island|NY|10308|40.5518|-74.1526|468730|Visual merchandiser|1953-03-31|50498113795|adults_50up_male_urban.json
117-98-3404|4339133252861323942|Gabriela|Heath|F|2342 Evans Unions Suite 976|Hyrum|UT|84319|41.6311|-111.849|7905|Accountant, chartered public finance|1971-02-27|288506966216|adults_50up_female_urban.json
441-55-3168|4095367734985297354|Jennifer|Schroeder|F|266 Cervantes Port Apt. 476|Franklinton|LA|70438|30.8577|-90.1155|18540|Designer, industrial/product|1967-03-18|864876413088|adults_50up_female_urban.json
655-66-0993|3564147533695244|Shawn|Waters|M|6535 Ann Square Suite 298|Hot Springs National Park|AR|71913|34.4689|-93.043|72927|Librarian, academic|1977-06-02|273795307464|adults_2550_male_urban.json
208-91-6362|30241571276389|Timothy|Nguyen|M|468 Porter Meadow|Oakland|CA|94610|37.8126|-122.2443|381459|Fine artist|2006-01-06|634232477176|young_adults_male_urban.json
804-13-6444|3549793998161535|Megan|Porter|F|8371 John Parks|North Augusta|SC|29841|33.5251|-81.9394|46944|Engineer, manufacturing|1973-09-05|143769665696|adults_50up_female_urban.json
483-89-2721|502048967801|Kristi|Taylor|F|312 Tiffany Locks Apt. 947|Fair Oaks|CA|95628|38.6554|-121.2611|40196|Occupational psychologist|1960-11-21|352977349759|adults_50up_female_urban.json
859-19-9473|4645633917299407|Daniel|Hoover|M|112 Park Lights Suite 971|Tucson|AZ|85715|32.2519|-110.82|865276|Web designer|1952-09-27|495682167104|adults_50up_male_urban.json
027-53-9023|4539101612599|Alexander|Morales|M|949 Kathleen Common|Huxford|AL|36543|31.2161|-87.4615|66|Engineer, broadcasting (operations)|2000-10-14|254375543031|adults_2550_male_rural.json
279-28-7803|4734814098410169|Johnny|Robinson|M|8116 Theresa Prairie|Los Angeles|CA|90038|34.0898|-118.3215|2383912|Therapeutic radiographer|2006-02-03|724401711557|young_adults_male_urban.json
026-07-5105|4028866168019903|Danielle|Thomas|F|8548 Beasley Circle|Bethesda|OH|43719|40.0192|-81.0767|2601|Engineer, manufacturing systems|1965-03-01|216119539493|adults_50up_female_urban.json
063-90-7833|3579138601571170|Audrey|Mcdowell|F|402 Escobar Skyway|Darlington|SC|29532|34.3003|-79.8732|26470|Accountant, chartered management|1964-12-11|575237220978|adults_50up_female_urban.json
671-12-4741|5428745271936786|Isabella|James|F|91381 Samantha Parks Suite 916|Columbus|OH|43232|39.923|-82.8664|783285|Community education officer|1984-06-24|634720821468|adults_2550_female_urban.json
174-32-2487|2284013153506965|Vincent|Lopez|M|8455 Yesenia Extensions|Niagara Falls|NY|14304|43.0908|-78.9644|66192|Research scientist (maths)|1989-01-09|342478946987|adults_2550_male_urban.json
003-18-5953|4179899488566948997|Daniel|Brown|M|95675 Clark Lakes Suite 227|Akron|OH|44305|41.076|-81.4644|272134|Chartered legal executive (England and Wales)|1956-04-13|169460875611|adults_50up_male_urban.json
137-98-5925|6504607001441302|William|Gray|M|40871 Adam Route Suite 689|Chicago|IL|60632|41.8093|-87.7052|2680484|Barrister's clerk|1988-02-26|299240317874|adults_2550_male_urban.json
824-98-1644|30282076238110|Gregory|Sparks|M|32822 Angela Haven|Weatherford|TX|76087|32.7495|-97.6894|65228|Administrator, Civil Service|1964-10-02|307244995400|adults_50up_male_urban.json
888-20-8619|4999400410840|Jesse|Lang|M|1135 Margaret Trail|Bronx|NY|10468|40.8662|-73.9003|1382480|Interior and spatial designer|1951-04-10|348726605074|adults_50up_male_urban.json
454-19-2699|4064157809783023|Timothy|Smith|M|41945 Kevin Ridge|Rego Park|NY|11374|40.7278|-73.8602|43600|Learning mentor|1966-03-15|836967093155|adults_50up_male_urban.json
781-66-1567|4478674280218899|Courtney|Cruz|F|8037 Elizabeth Court Apt. 974|Browns Mills|NJ|08015|39.9597|-74.5655|20763|Film/video editor|1992-04-16|793804528510|adults_2550_female_urban.json
590-02-5226|375759940842907|Roy|Morrison|M|045 April Unions Suite 061|Brooklyn|NY|11233|40.6784|-73.9211|2504700|Art therapist|1957-06-27|362445879008|adults_50up_male_urban.json
247-30-7412|4701652761368149800|Charles|Robinson|M|437 Gilbert Estates|Sallisaw|OK|74955|35.4852|-94.779|15344|Video editor|1974-12-15|437437606669|adults_50up_male_urban.json
309-59-8174|4084232423480045|Angela|Fletcher|F|55369 Mark Junction Suite 749|Signal Hill|CA|90755|33.8029|-118.1677|11074|Air cabin crew|1956-09-15|190628570290|adults_50up_female_urban.json
577-49-0245|4257033329594520|Timothy|Charles|M|828 Perez Harbors Apt. 296|Texas City|TX|77590|29.397|-94.9203|43505|Nurse, children's|1980-09-25|992926950551|adults_2550_male_urban.json
633-77-1486|30217429220415|Jennifer|Weaver|F|53926 Munoz Mountains|Cocoa|FL|32927|28.4566|-80.7978|65760|Accountant, chartered public finance|1988-12-23|242219899408|adults_2550_female_urban.json
840-46-0541|4392804850227|Andrew|Davis|M|93335 Tracy Oval|Aurora|OH|44202|41.3117|-81.293|19561|Chartered accountant|1989-09-12|67017393298|adults_2550_male_urban.json
662-03-3012|3561622564718555|Wayne|Parker|M|923 Justin Tunnel Suite 323|Sylmar|CA|91342|34.3054|-118.4322|91725|Charity fundraiser|1972-01-20|425040156269|adults_50up_male_urban.json
480-60-8757|2265647437019452|Christina|Mendez|F|77666 Brown Fall|Miami|FL|33179|25.9571|-80.1814|1737737|Public affairs consultant|1970-12-17|986331090319|adults_50up_female_urban.json
069-17-0435|3581578061902231|Benjamin|Wilson|M|870 Soto Neck Suite 353|Jupiter|FL|33469|26.9831|-80.108|89623|Control and instrumentation engineer|1970-10-18|215397629082|adults_50up_male_urban.json
127-70-5829|3512684856371147|Sarah|Obrien|F|00375 Ashley Plain|Portland|OR|97267|45.4021|-122.6144|841711|Systems analyst|1957-10-27|768403424285|adults_50up_female_urban.json
250-90-1199|4465986693274|Paul|Nichols|M|78376 Hudson Junctions Apt. 820|Gainesville|GA|30506|34.3562|-83.8882|120577|Chief Marketing Officer|1970-11-14|855120952769|adults_50up_male_urban.json
892-04-6355|346642673512721|Wyatt|Stewart|M|37565 Austin Loop Suite 878|Kokomo|IN|46902|40.4509|-86.1352|73330|Hospital doctor|1996-02-28|470679799099|adults_2550_male_urban.json
286-74-4719|3510462506929651|James|Mcfarland|M|06276 White Fort|Opa Locka|FL|33055|25.9476|-80.2778|107314|IT consultant|1956-02-29|24490562216|adults_50up_male_urban.json
599-28-4218|4212914650223470|Julia|Riggs|F|5797 Nathaniel Way|Bulls Gap|TN|37711|36.2832|-83.0374|5044|Scientist, product/process development|1951-12-30|765755331514|adults_50up_female_urban.json
470-04-3336|4147823372094|Michael|Nelson|M|676 Smith Flat|Sioux Falls|SD|57103|43.5374|-96.6864|161141|Optometrist|2005-01-29|243224600023|young_adults_male_urban.json
870-67-6986|4112200848421|James|King|M|36796 Stacey Pass|Hillsdale|MI|49242|41.924|-84.6208|15248|Dietitian|2007-06-25|595674760252|young_adults_male_urban.json
511-93-1406|3560549469208567|Diana|Espinoza|F|32495 Rebecca Forge|Gastonia|NC|28052|35.2449|-81.2194|102620|Minerals surveyor|1961-10-09|906452497741|adults_50up_female_urban.json
896-01-1269|2274617580803886|Laura|Todd|F|4104 Joseph Circles|Cumberland|KY|40823|36.9711|-82.9771|4231|Magazine features editor|2001-01-06|422649120996|adults_2550_female_urban.json
349-10-3500|348148374755807|Christina|Weber|F|68564 Rodriguez Ville|Fort Worth|TX|76116|32.723|-97.4483|813980|Production designer, theatre/television/film|1997-04-15|290120380213|adults_2550_female_urban.json
623-05-2536|30169883716117|Holly|Reilly|F|611 Serrano Lights Suite 598|Brooklyn|NY|11235|40.5839|-73.9536|2504700|Engineer, drilling|1987-12-09|217600204148|adults_2550_female_urban.json
068-61-0683|3505835345819562|Erin|Thornton|F|53399 Justin Loaf Suite 217|Carpentersville|IL|60110|42.123|-88.2606|38557|Race relations officer|1977-03-01|615619786277|adults_2550_female_urban.json
698-43-8838|4687930302853272768|Jeffrey|Castro|M|5150 Luis Well|Forney|TX|75126|32.7491|-96.4598|33396|Scientist, marine|1982-02-16|469439170479|adults_2550_male_urban.json
245-01-8919|30308972073820|Tiffany|Leon|F|1184 Luis Square Suite 863|De Soto|WI|54624|43.4807|-91.1333|1383|Accommodation manager|1946-10-10|664776037781|adults_50up_female_rural.json
454-11-2400|5224234473057770|Brandon|Montgomery|M|99716 Mckinney Mews Suite 667|Paterson|NJ|07503|40.897|-74.1573|146199|Optometrist|1998-08-08|44220964517|adults_2550_male_urban.json
741-88-6188|213134400952248|Tony|Downs|M|537 Susan Falls Apt. 191|Camarillo|CA|93012|34.2218|-118.9866|77518|Further education lecturer|2006-10-28|775773171965|young_adults_male_urban.json
022-47-4662|30360157911506|Patrick|Davis|M|2600 Dennis Keys|Logan|WV|25601|37.865|-82.0252|5206|Surveyor, minerals|1976-05-06|788434965932|adults_2550_male_urban.json
268-60-5510|3583354883571929|Ashley|Duncan|F|146 Tara Station Suite 643|Perry|NY|14530|42.7229|-78.0059|5575|Designer, furniture|1951-06-11|962171225531|adults_50up_female_urban.json
507-89-2273|4652824685492726|Donna|Williams|F|208 Beck Corners|Cambridge|ID|83610|44.5922|-116.6757|946|Industrial buyer|1960-05-30|823201519716|adults_50up_female_rural.json
018-41-1410|3585432716303351|Steven|Kirk|M|9301 Brian Camp|Denver|CO|80219|39.6956|-105.0341|990452|Theme park manager|1998-10-28|575750739436|adults_2550_male_urban.json
603-31-1081|180081048028353|Michael|Ramirez|M|929 Christy Forks Apt. 437|Houghton Lake|MI|48629|44.3413|-84.7422|7854|Pensions consultant|1969-05-21|96313342564|adults_50up_male_urban.json
428-51-2792|213181226815943|Richard|Shannon|M|0531 Benjamin Keys Apt. 309|Virginia Beach|VA|23462|36.8392|-76.1522|437994|Police officer|1990-04-26|662295995829|adults_2550_male_urban.json
516-38-2286|2709142693765018|Jennifer|Tucker|F|187 Sanders Crossroad Apt. 636|Antioch|CA|94531|37.9658|-121.7758|102729|Sport and exercise psychologist|1960-09-02|994396446147|adults_50up_female_urban.json
367-04-1439|3527629226667883|Adam|Lyons|M|6165 Jacob Row|Pylesville|MD|21132|39.6959|-76.4113|2634|Town planner|1974-04-28|982155848186|adults_50up_male_urban.json
624-01-7599|4598125597772659763|Edward|Dunn|M|580 Johnson Cliffs|Rancho Santa Margarita|CA|92688|33.6512|-117.5938|43792|Horticultural therapist|1948-08-10|846644562563|adults_50up_male_urban.json
800-50-5402|30391295651886|Jessica|Wong|F|600 Ayala Avenue Apt. 449|Maspeth|NY|11378|40.7239|-73.8997|34981|Education officer, community|1972-06-27|616101057281|adults_50up_female_urban.json
504-45-7587|676330293017|Ashley|Wiley|F|018 Houston Camp Suite 429|Manchester|CT|06040|41.7777|-72.5244|58248|Advice worker|1982-10-06|727573903111|adults_2550_female_urban.json
353-20-2969|4369318062007300|Teresa|Burnett|F|6249 Cox Mountains|Rowlett|TX|75088|32.9032|-96.5472|54963|Homeopath|1986-10-04|30039612548|adults_2550_female_urban.json
335-64-1508|4469567406873541|David|Watson|M|1466 Gomez Well Apt. 483|Toledo|OH|43614|41.6028|-83.6292|316948|Housing manager/officer|1996-03-03|814160719405|adults_2550_male_urban.json
678-46-8963|6011673664853205|Scott|Shepherd|M|8708 Sanchez Trail Suite 983|Minneapolis|MN|55439|44.8744|-93.3753|1022298|Food technologist|2000-04-23|267579752663|adults_2550_male_urban.json
747-56-9783|3580504505092844|Jennifer|Martin|F|73429 Ashley Square|Freeport|IL|61032|42.2991|-89.6345|31651|Psychologist, sport and exercise|1950-09-14|251027251680|adults_50up_female_urban.json
502-19-9672|375038016258516|Heather|Rhodes|F|5028 Larry Junctions|Ward|AR|72176|34.9532|-91.9004|8141|Ergonomist|1977-11-01|72519313130|adults_2550_female_urban.json
476-77-4339|4379531112359046|Xavier|Jackson|M|74286 Escobar Valley Suite 108|Clarksville|TN|37040|36.522|-87.349|151785|Medical physicist|1998-08-18|246943053902|adults_2550_male_urban.json
568-92-5736|375146091935112|Karen|Winters|F|5537 Sandra Mall Apt. 728|West Warwick|RI|02893|41.7004|-71.5183|29630|Clinical cytogeneticist|1963-10-09|500001766557|adults_50up_female_urban.json
453-33-6313|5515756264126081|Deanna|Wilson|F|2099 Rodney Fort Apt. 963|Brooklyn|NY|11203|40.6505|-73.9349|2504700|Advertising account planner|2001-03-16|931106387909|young_adults_female_urban.json
634-77-5506|2370450599822678|Crystal|Lara|F|43888 Kyle Key|Kissimmee|FL|34741|28.3051|-81.4242|228365|Chemical engineer|1987-02-13|320651824516|adults_2550_female_urban.json
059-19-6051|3564502823134272|Ivan|Watson|M|2991 Jennifer Highway Apt. 443|Casper|WY|82609|42.8406|-106.2806|69012|Chartered certified accountant|1981-12-10|934247029802|adults_2550_male_urban.json
663-39-4076|6531029771150624|Melinda|Wilson|F|265 Renee Forest Apt. 816|Conway|NC|27820|36.4164|-77.2502|3088|Counsellor|1973-06-06|677253242386|adults_50up_female_urban.json
055-94-8249|30392219836918|Rachel|Ramos|F|7105 Annette Springs Suite 707|Houston|TX|77005|29.7179|-95.4263|2906700|Horticulturist, commercial|1981-03-04|933495066115|adults_2550_female_urban.json
634-94-1327|340445002026835|Justin|Peters|M|45029 Shaw Mission|Casselberry|FL|32707|28.6617|-81.3122|40689|Occupational psychologist|1985-07-02|257900892925|adults_2550_male_urban.json
049-35-0140|3546754182368818|Andrew|Oneal|M|2105 John Harbors|Conyers|GA|30013|33.6436|-83.9684|83685|Mining engineer|1981-11-24|107632337582|adults_2550_male_urban.json
164-20-0048|2248825320831686|Bryan|Chan|M|60389 Deborah Squares Suite 369|Valdosta|GA|31601|30.7539|-83.3321|94325|Administrator, charities/voluntary organisations|1945-03-19|822339592525|adults_50up_male_urban.json
724-40-7965|6520005214107077|Ashley|Allen|F|89512 Stephen Pines Suite 119|Canton|OH|44730|40.7705|-81.266|192805|Catering manager|2004-04-18|290435205275|young_adults_female_urban.json
312-47-4253|379729655619275|Jeffrey|Miller|M|1886 Meghan Garden Suite 612|New York City|NY|10013|40.7185|-74.0025|1577385|Operational investment banker|1970-10-22|913818340502|adults_50up_male_urban.json
795-57-8912|4557371388740|Samantha|Williams|F|46144 Blackwell Fall|Stone Mountain|GA|30083|33.7942|-84.2018|112402|Research officer, trade union|1973-12-11|225160494781|adults_50up_female_urban.json
001-38-1810|2461421524831969|Wanda|Mclaughlin|F|4704 Edwards Plain|Adams|TN|37010|36.5582|-87.1226|4679|Systems analyst|1961-12-16|650204358010|adults_50up_female_urban.json
495-03-3547|6011004837936315|Ralph|Ray|M|291 Timothy Centers|Iowa City|IA|52240|41.6355|-91.5016|77509|Music therapist|2003-04-20|658546607720|young_adults_male_urban.json
066-06-4330|630429118726|Carl|Moore|M|83018 Sean Prairie Suite 075|Glen Ellyn|IL|60137|41.8661|-88.0648|37805|Product/process development scientist|2000-10-23|672273279091|adults_2550_male_urban.json
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Sugar Land|TX|77498|29.6396|-95.65|149159|Intelligence analyst|1969-12-31|946638203741|adults_50up_male_urban.json
418-26-1543|4557261694963783|Jonathon|Davis|M|999 Philip Expressway|Pittsburgh|PA|15235|40.4598|-79.8224|687276|Art gallery manager|2005-05-04|838007513038|young_adults_male_urban.json
844-02-8186|2375321633613172|Louis|Rose|M|004 John Spring Apt. 954|Delco|NC|28436|34.2838|-78.2607|2203|Meteorologist|2002-05-25|852619248945|young_adults_male_rural.json
231-44-6900|4274392255177|Rhonda|Jones|F|8147 Villanueva Coves|Atlanta|GA|30338|33.9668|-84.3249|900273|Education officer, environmental|1966-09-03|209193547965|adults_50up_female_urban.json
