ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
395-03-4753|4660503374693|Jordan|Lewis|M|7306 Haynes Crest Apt. 226|Medford|OR|97504|42.3363|-122.8398|86561|Paediatric nurse|1995-10-29|944411135523|adults_2550_male_urban.json
589-83-4608|2720087886538596|Robert|Williams|M|96342 Archer Burg Suite 504|Grand Rapids|MI|49512|42.8802|-85.5352|375580|Teacher, English as a foreign language|1983-05-21|150916777098|adults_2550_male_urban.json
712-59-0962|4186706632016290736|Tony|Carpenter|M|919 Tracy Points|Charlotte|NC|28262|35.3183|-80.7476|790689|Designer, exhibition/display|1942-08-02|770597361008|adults_50up_male_urban.json
788-27-3824|30170864942698|Edgar|Johnson|M|35490 Justin Trail|Lula|GA|30554|34.3985|-83.6945|8535|Systems developer|1963-05-30|495718883817|adults_50up_male_urban.json
390-77-2944|2720587305498249|David|Gaines|M|302 Steven Plain Apt. 678|Jackson|TN|38305|35.6829|-88.8281|86421|Accountant, chartered public finance|1964-09-11|697444125402|adults_50up_male_urban.json
657-35-3634|4589016492815037|Teresa|Hampton|F|0926 Williams Causeway|Danville|CA|94506|37.8321|-121.9167|53554|Engineer, electronics|1964-10-27|562774236968|adults_50up_female_urban.json
033-67-1075|30262829682442|Sarah|Nguyen|F|072 Bean Ferry|Pasadena|CA|91101|34.1468|-118.1391|153114|Psychologist, sport and exercise|1997-05-23|303359320618|adults_2550_female_urban.json
430-70-0036|6011961276620801|Joseph|Pittman|M|170 Virginia Manor|Juneau|AK|99801|58.3628|-134.5294|29164|Engineer, broadcasting (operations)|1966-04-25|990730920182|adults_50up_male_urban.json
288-35-3578|372458701204240|Christopher|Mcdowell|M|9091 Summer Mount|Green Bay|WI|54304|44.4975|-88.0324|179116|Medical physicist|1978-12-29|9657852531|adults_2550_male_urban.json
273-73-7395|6011396702436524|Ryan|Vance|M|55364 Holly Via Suite 540|Plainfield|IN|46168|39.6893|-86.3919|30309|Financial manager|1977-10-04|441839194123|adults_2550_male_urban.json
279-66-8959|4597738546623238|Jeffrey|James|M|986 Richards Curve Suite 949|Colona|IL|61241|41.4885|-90.321|7124|Radio producer|1997-07-20|978631145296|adults_2550_male_urban.json
179-18-0828|4986226992066617996|Jennifer|Lopez|F|9992 Jason Terrace Suite 688|Fountain|CO|80817|38.6996|-104.7005|27311|Psychologist, forensic|1964-05-15|544215802406|adults_50up_female_urban.json
192-48-7108|571348208497|Robin|Davis|F|839 Eric Crossroad|Katy|TX|77449|29.8323|-95.736|250975|Operational researcher|1958-10-01|30107048705|adults_50up_female_urban.json
069-38-4875|676376291438|Sarah|Harrell|F|41038 Morris Roads|Langhorne|PA|19047|40.1813|-74.9104|35056|Speech and language therapist|2000-02-12|143752887475|adults_2550_female_urban.json
628-70-7124|4642240592082356|Sandra|Johnson|F|6919 Hansen River Suite 298|Elyria|OH|44035|41.3724|-82.1051|64263|Analytical chemist|1953-11-11|407409029241|adults_50up_female_urban.json
135-01-1396|30530796618692|Felicia|Castillo|F|43474 Jennifer Island Apt. 137|Garysburg|NC|27831|36.4761|-77.5719|3908|Water engineer|1973-06-25|933364032872|adults_50up_female_urban.json
014-07-8130|38321750361921|Tracy|Thomas|F|991 Zachary Fields Apt. 703|Portage|MI|49002|42.1938|-85.5639|47338|Hydrogeologist|2000-07-18|205006358516|adults_2550_female_urban.json
873-40-4507|30489047607865|Sharon|Schroeder|F|07651 Kristin Roads Apt. 851|Simi Valley|CA|93065|34.2656|-118.7653|126874|Radiation protection practitioner|1981-02-11|264978335978|adults_2550_female_urban.json
171-69-9718|344563409185800|Gregory|Stephens|M|157 Nelson Union|Asheville|NC|28801|35.5971|-82.5565|120389|Water quality scientist|1937-01-15|736124755406|adults_50up_male_urban.json
617-86-1917|6011770040930457|Stephanie|Wilson|F|39822 Linda Burg Apt. 966|Houston|TX|77060|29.9335|-95.3981|2906700|Designer, multimedia|1975-07-13|806330355287|adults_50up_female_urban.json
527-48-8913|180040788026522|Lisa|Morgan|F|6933 Matthew Mall Apt. 303|Manitowoc|WI|54220|44.0971|-87.6823|40220|Trade union research officer|1993-01-14|515333599345|adults_2550_female_urban.json
871-03-8244|213167089870927|Amanda|Shelton|F|918 Glenn Common|Virginia Beach|VA|23462|36.8392|-76.1522|437994|Chief Executive Officer|1997-10-26|748181980777|adults_2550_female_urban.json
149-50-6203|5458485805263216|Ashley|Douglas|F|7220 Perez Mountains|Norfolk|VA|23504|36.8586|-76.2686|242803|Actor|1967-04-23|526030624118|adults_50up_female_urban.json
373-92-4564|4082317146199539464|Sherri|Tucker|F|2623 Warner Ports Suite 053|Hanover Park|IL|60133|41.9394|-88.1212|38103|Administrator, Civil Service|1985-10-21|820930891633|adults_2550_female_urban.json
758-69-4935|503857870367|Jose|Williams|M|3066 Ryan Branch|Bethlehem|PA|18018|40.6278|-75.3928|123241|Metallurgist|1984-01-06|141922971469|adults_2550_male_urban.json
657-12-7028|4989103909120302524|Alexander|Baker|M|375 Horton Lakes|Arthur|IL|61911|39.7077|-88.4555|4860|Exercise physiologist|1944-01-17|123941881817|adults_50up_male_urban.json
845-24-6430|501898602757|Sylvia|Meza|F|544 Bradley Heights Suite 453|Mound City|MO|64470|40.1362|-95.2138|1631|Scientist, audiological|1964-12-20|133532951043|adults_50up_female_rural.json
646-72-1979|3555834456622955|Brittany|Snyder|F|56603 Garcia Manor Apt. 486|Loveland|CO|80538|40.4262|-105.09|82751|Airline pilot|2006-07-11|10512555037|young_adults_female_urban.json
885-82-2528|6502351585015305|Barry|Hall|M|7156 Michael Mill|Flint|MI|48532|43.0111|-83.803|162969|Teacher, music|1981-09-21|408287486921|adults_2550_male_urban.json
262-39-1230|4954794064539|Anne|Cain|F|057 Ashley Street Apt. 898|San Francisco|CA|94109|37.7917|-122.4186|805301|Occupational therapist|1960-05-12|929002904576|adults_50up_female_urban.json
595-28-7040|371833597487680|Troy|Brooks|M|23771 Sanchez Avenue Apt. 922|Ina|IL|62846|38.1527|-88.8894|2631|Agricultural engineer|2000-09-21|397728875125|adults_2550_male_urban.json
248-28-3108|4323964402825326|Robin|Donovan|F|9924 Scott Freeway Apt. 385|Sunnyvale|CA|94086|37.3764|-122.0238|140482|Counsellor|1973-04-09|146229609495|adults_50up_female_urban.json
187-03-9425|2250169332844238|Tonya|Simpson|F|982 Lauren Orchard|Kansas City|MO|64119|39.1978|-94.5199|545147|Learning disability nurse|1973-03-18|355708668710|adults_50up_female_urban.json
337-35-5605|4075699913831005|Michelle|Long|F|32262 Trevor Mountain Suite 331|Pacifica|CA|94044|37.6196|-122.4816|37296|Patent examiner|1976-06-18|798377309294|adults_2550_female_urban.json
035-51-6584|4070385036059529840|Brandy|Roberts|F|740 Rachael Groves|Albany|NY|12210|42.6568|-73.7605|151022|Adult nurse|1937-03-11|711570414027|adults_50up_female_urban.json
485-98-6011|213167625906201|Ryan|Sanchez|M|85646 Justin Mission Suite 597|Grandy|NC|27939|36.2339|-75.8768|2361|Theatre director|1983-08-19|112566221380|adults_2550_male_rural.json
223-76-9351|4984914986099558|Adrian|Campbell|M|66432 Julie Ramp|San Bernardino|CA|92407|34.2166|-117.3908|236660|Furniture designer|1963-08-15|420448042238|adults_50up_male_urban.json
104-21-8980|3515948534001278|Jeffrey|Hale|M|39847 Thompson Route|Lakewood|NJ|08701|40.085|-74.2042|92843|Designer, television/film set|1981-08-23|435256314886|adults_2550_male_urban.json
765-65-8056|2688223788705849|Andrea|Boyd|F|134 Morales Mountain Suite 605|Rancho Cordova|CA|95670|38.6072|-121.2761|60722|Scientist, biomedical|1981-08-20|753459160647|adults_2550_female_urban.json
276-73-6338|4097236108090|Sheryl|Butler|F|2016 Kelly Island Suite 864|Illiopolis|IL|62539|39.8499|-89.2513|1358|Lawyer|1944-07-26|732288755323|adults_50up_female_rural.json
409-42-5371|375124764000688|Jeremy|Meyer|M|240 Jones Light Suite 451|Harrison Township|MI|48045|42.5877|-82.8215|24604|Designer, exhibition/display|1965-02-24|980004700014|adults_50up_male_urban.json
310-34-1126|180040233868601|Jose|Hall|M|0170 Ricky Cape Suite 423|Bell|CA|90201|33.9767|-118.1689|101279|Science writer|1941-09-09|453733177468|adults_50up_male_urban.json
047-89-5453|3589830941349097|Randy|Little|M|797 Mary Junction Apt. 841|Harrisburg|PA|17109|40.291|-76.8203|165527|Engineer, manufacturing systems|1954-08-01|426759025299|adults_50up_male_urban.json
540-02-4896|347356748095732|Kenneth|Rhodes|M|802 Smith Stravenue Suite 420|Sugar Land|TX|77479|29.5785|-95.6066|149159|Exhibitions officer, museum/gallery|1983-11-18|102947990586|adults_2550_male_urban.json
544-77-2293|379073420319774|Kaitlin|Patel|F|9514 William Manors Suite 823|Valley City|ND|58072|46.9268|-98.0033|7997|Accountant, chartered certified|1976-03-21|573381828780|adults_2550_female_urban.json
133-78-5243|4841962332605860|Michelle|Sherman|F|6748 Corey Mills|Loomis|CA|95650|38.8071|-121.1698|12447|Engineer, automotive|1936-08-31|3005591724|adults_50up_female_urban.json
187-76-3501|4518178824265590|Erik|Dean|M|2327 Jeffrey Mountains|Clendenin|WV|25045|38.4539|-81.3572|5801|Commissioning editor|2004-01-02|684833866672|young_adults_male_urban.json
594-04-2483|4790065487084773|Lauren|Warner|F|767 Edwards Ramp|Granada Hills|CA|91344|34.2771|-118.4992|51747|Scientist, water quality|1966-02-04|965588290284|adults_50up_female_urban.json
554-80-0652|30378159157902|Justin|Turner|M|68384 Jenkins Pine Apt. 207|Stone Mountain|GA|30087|33.8105|-84.1361|112402|Oceanographer|1931-07-15|163549234596|adults_50up_male_urban.json
409-88-1783|4905188129886181|Randall|Ochoa|M|706 Espinoza Vista|Ithaca|NY|14850|42.4028|-76.484|66641|Therapist, occupational|1997-03-13|957935108641|adults_2550_male_urban.json
466-76-2162|4298268933484|Matthew|Atkinson|M|703 Williams Overpass Suite 789|Philadelphia|PA|19115|40.0903|-75.041|1526206|Patent attorney|1965-02-01|570639028068|adults_50up_male_urban.json
886-29-3130|377077312315552|Lynn|Maldonado|F|0521 Williamson Spring Apt. 844|Houston|TX|77032|29.9368|-95.3299|2906700|General practice doctor|1996-05-26|339494455010|adults_2550_female_urban.json
522-69-3429|5341470123503684|Wanda|Wilson|F|910 Johns Mission Suite 802|Watertown|MA|02472|42.37|-71.1773|32014|Exhibition designer|1967-07-31|881767751596|adults_50up_female_urban.json
274-46-6986|180046794036645|Robin|Jones|F|95737 Misty Knoll|Prescott|AR|71857|33.804|-93.3725|5894|Television floor manager|1971-04-09|549519175304|adults_50up_female_urban.json
724-21-9854|3573186830291587|Jacob|Thornton|M|233 Kevin Lane Suite 185|Hale|MI|48739|44.3819|-83.8359|4043|Forest/woodland manager|1980-07-15|272891674266|adults_2550_male_urban.json
817-50-0393|30344674621590|Heather|Campbell|F|749 Roger Mills|Knoxville|TN|37934|35.8762|-84.1746|391389|Accountant, chartered certified|1950-03-12|14330889020|adults_50up_female_urban.json
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|San Jose|CA|95116|37.3518|-121.8508|973849|Photographer|1981-09-16|940433526095|adults_2550_male_urban.json
768-04-9424|3521836677196660|Jeffrey|Miller|M|6342 Dennis Vista|Molalla|OR|97038|45.1223|-122.5756|15113|Conservation officer, historic buildings|1999-07-13|747898286834|adults_2550_male_urban.json
226-35-9641|213113768367595|Patrick|Davis|M|152 Hill Lodge Apt. 440|Bronx|NY|10453|40.852|-73.9129|1382480|Warehouse manager|1962-03-19|232633487326|adults_50up_male_urban.json
879-45-1027|30465642601867|David|Walton|M|19956 Kelly Trace Apt. 277|Sylmar|CA|91342|34.3054|-118.4322|91725|Mining engineer|1971-05-23|970021833510|adults_50up_male_urban.json
095-39-9960|501838502554|Amy|Bowen|F|4486 Taylor Place|Des Moines|IA|50316|41.6092|-93.6|222785|Social worker|2001-11-05|628047457681|young_adults_female_urban.json
481-97-3952|4454615749327|Hunter|Wilson|M|879 Lewis Dale Apt. 409|Louisville|KY|40205|38.2222|-85.6885|736284|IT technical support officer|2001-01-08|267513820019|adults_2550_male_urban.json
667-56-6962|2630858001873145|Daniel|Miller|M|43678 Jackson Cove|Birmingham|AL|35213|33.5066|-86.7428|493806|Administrator, local government|1989-06-27|878260189591|adults_2550_male_urban.json
562-59-1595|676268564256|Philip|Combs|M|802 Short Shoals Apt. 315|Hollywood|FL|33023|25.9894|-80.2153|420284|General practice doctor|1972-04-17|773863796561|adults_50up_male_urban.json
013-52-0545|503830286558|Susan|Smith|F|24114 Anthony Lodge Suite 015|Kalispell|MT|59901|48.2028|-114.3039|49693|Call centre manager|1999-05-13|348992268716|adults_2550_female_urban.json
580-19-0313|2296338222240056|Crystal|Madden|F|20562 Cody Shore|Houston|TX|77071|29.6518|-95.5176|2906700|Visual merchandiser|1967-03-31|50498113795|adults_50up_female_urban.json
117-98-3404|4339133252861323942|Gabriela|Heath|F|2342 Evans Unions Suite 976|Amery|WI|54001|45.3486|-92.4014|8155|Accountant, chartered public finance|1997-02-27|288506966216|adults_2550_female_urban.json
441-55-3168|4095367734985297354|Jennifer|Schroeder|F|266 Cervantes Port Apt. 476|El Monte|CA|91732|34.0705|-118.0149|90977|Designer, industrial/product|1965-03-18|864876413088|adults_50up_female_urban.json
655-66-0993|3564147533695244|Sherry|Waters|F|6535 Ann Square Suite 298|Oklahoma City|OK|73150|35.4123|-97.3331|640470|Librarian, academic|1941-06-02|273795307464|adults_50up_female_urban.json
208-91-6362|30241571276389|Timothy|Nguyen|M|468 Porter Meadow|New York City|NY|10013|40.7185|-74.0025|1577385|Fine artist|1975-01-06|634232477176|adults_50up_male_urban.json
804-13-6444|3549793998161535|Michael|Porter|M|8371 John Parks|Cleveland|OH|44125|41.4335|-81.6323|769341|Engineer, manufacturing|1967-09-05|143769665696|adults_50up_male_urban.json
483-89-2721|502048967801|Kristi|Taylor|F|312 Tiffany Locks Apt. 947|Monroe|WA|98272|47.8585|-121.9474|27942|Occupational psychologist|1965-11-21|352977349759|adults_50up_female_urban.json
859-19-9473|4645633917299407|Daniel|Hoover|M|112 Park Lights Suite 971|Jackson|NJ|08527|40.121|-74.3017|54392|Web designer|1977-09-27|495682167104|adults_2550_male_urban.json
027-53-9023|4539101612599|Alexander|Morales|M|949 Kathleen Common|Bellbrook|OH|45305|39.6402|-84.0824|10712|Engineer, broadcasting (operations)|1974-10-14|254375543031|adults_50up_male_urban.json
279-28-7803|4734814098410169|Johnny|Robinson|M|8116 Theresa Prairie|Tacoma|WA|98444|47.1464|-122.4572|323239|Therapeutic radiographer|1981-02-03|724401711557|adults_2550_male_urban.json
026-07-5105|4028866168019903|Danielle|Thomas|F|8548 Beasley Circle|Springboro|OH|45066|39.563|-84.2288|23839|Engineer, manufacturing systems|1986-03-01|216119539493|adults_2550_female_urban.json
063-90-7833|3579138601571170|Audrey|Mcdowell|F|402 Escobar Skyway|Omaha|NE|68114|41.2656|-96.0493|518429|Accountant, chartered management|1965-12-11|575237220978|adults_50up_female_urban.json
671-12-4741|5428745271936786|Jacob|James|M|91381 Samantha Parks Suite 916|Los Angeles|CA|90066|34.003|-118.4298|2383912|Community education officer|1985-06-24|634720821468|adults_2550_male_urban.json
174-32-2487|2284013153506965|Tracy|Lopez|F|8455 Yesenia Extensions|Saginaw|MI|48601|43.4047|-83.9156|135669|Research scientist (maths)|2002-01-09|342478946987|young_adults_female_urban.json
003-18-5953|4179899488566948997|Daniel|Brown|M|95675 Clark Lakes Suite 227|Grosse Pointe|MI|48236|42.4274|-82.9002|47583|Chartered legal executive (England and Wales)|1981-04-13|169460875611|adults_2550_male_urban.json
137-98-5925|6504607001441302|Victoria|Gray|F|40871 Adam Route Suite 689|Houston|TX|77088|29.8817|-95.4539|2906700|Barrister's clerk|1978-02-26|299240317874|adults_2550_female_urban.json
824-98-1644|30282076238110|Gregory|Sparks|M|32822 Angela Haven|Florence|SC|29501|34.1838|-79.7728|88459|Administrator, Civil Service|1969-10-02|307244995400|adults_50up_male_urban.json
888-20-8619|4999400410840|Jodi|Lang|F|1135 Margaret Trail|Bozeman|MT|59715|45.6693|-111.0431|58934|Interior and spatial designer|1995-04-10|348726605074|adults_2550_female_urban.json
454-19-2699|4064157809783023|Tammy|Smith|F|41945 Kevin Ridge|Bellingham|WA|98225|48.749|-122.4887|117728|Learning mentor|1975-03-15|836967093155|adults_50up_female_urban.json
781-66-1567|4478674280218899|Courtney|Cruz|F|8037 Elizabeth Court Apt. 974|De Pere|WI|54115|44.4388|-88.0806|41178|Film/video editor|1999-04-16|793804528510|adults_2550_female_urban.json
590-02-5226|375759940842907|Sandra|Morrison|F|045 April Unions Suite 061|New Bern|NC|28560|35.1204|-76.9842|65097|Art therapist|1946-06-27|362445879008|adults_50up_female_urban.json
247-30-7412|4701652761368149800|Charles|Robinson|M|437 Gilbert Estates|Mindoro|WI|54644|44.0287|-91.0642|1434|Video editor|1965-12-15|437437606669|adults_50up_male_rural.json
309-59-8174|4084232423480045|Angela|Fletcher|F|55369 Mark Junction Suite 749|Princeton|NJ|08540|40.3666|-74.6408|52304|Air cabin crew|1989-09-15|190628570290|adults_2550_female_urban.json
577-49-0245|4257033329594520|Tara|Charles|F|828 Perez Harbors Apt. 296|Columbus|GA|31907|32.4779|-84.898|173903|Nurse, children's|1982-09-25|992926950551|adults_2550_female_urban.json
633-77-1486|30217429220415|Jason|Weaver|M|53926 Munoz Mountains|Richardson|TX|75080|32.966|-96.7452|99347|Accountant, chartered public finance|1978-12-23|242219899408|adults_2550_male_urban.json
840-46-0541|4392804850227|Andrew|Davis|M|93335 Tracy Oval|North Olmsted|OH|44070|41.4201|-81.9131|32902|Chartered accountant|1996-09-12|67017393298|adults_2550_male_urban.json
662-03-3012|3561622564718555|Tracy|Parker|F|923 Justin Tunnel Suite 323|Denver|CO|80226|39.7123|-105.0918|990452|Charity fundraiser|1968-01-20|425040156269|adults_50up_female_urban.json
480-60-8757|2265647437019452|Craig|Mendez|M|77666 Brown Fall|South Gate|CA|90280|33.9462|-118.2013|94396|Public affairs consultant|1969-12-17|986331090319|adults_50up_male_urban.json
069-17-0435|3581578061902231|Andrea|Wilson|F|870 Soto Neck Suite 353|Decorah|IA|52101|43.3227|-91.7939|13864|Control and instrumentation engineer|2001-10-18|215397629082|young_adults_female_urban.json
127-70-5829|3512684856371147|Ryan|Obrien|M|00375 Ashley Plain|Sheldon|MO|64784|37.684|-94.2548|1500|Systems analyst|1972-10-27|768403424285|adults_50up_male_rural.json
250-90-1199|4465986693274|Paul|Nichols|M|78376 Hudson Junctions Apt. 820|Romulus|MI|48174|42.2203|-83.3583|31515|Chief Marketing Officer|1981-11-14|855120952769|adults_2550_male_urban.json
892-04-6355|346642673512721|Wendy|Stewart|F|37565 Austin Loop Suite 878|Tuscaloosa|AL|35401|33.1969|-87.5627|112654|Hospital doctor|1971-02-28|470679799099|adults_50up_female_urban.json
822-74-4719|3510462506929651|Janet|Mcfarland|F|06276 White Fort|Newark|DE|19717|39.5645|-75.597|138967|IT consultant|1989-04-06|24490562216|adults_2550_female_urban.json
599-28-4218|4212914650223470|Julia|Riggs|F|5797 Nathaniel Way|Winnsboro|LA|71295|32.1592|-91.7108|14343|Scientist, product/process development|1991-12-30|765755331514|adults_2550_female_urban.json
470-04-3336|4147823372094|Melissa|Nelson|F|676 Smith Flat|Dallas|TX|75229|32.8958|-96.8588|1263321|Optometrist|1963-01-29|243224600023|adults_50up_female_urban.json
870-67-6986|4112200848421|James|King|M|36796 Stacey Pass|Mesa|AZ|85210|33.3887|-111.8428|478404|Dietitian|1993-06-25|595674760252|adults_2550_male_urban.json
511-93-1406|3560549469208567|Diana|Espinoza|F|32495 Rebecca Forge|New Smyrna Beach|FL|32168|29.0247|-80.9584|33458|Minerals surveyor|1980-10-09|906452497741|adults_2550_female_urban.json
896-01-1269|2274617580803886|Kenneth|Todd|M|4104 Joseph Circles|Massapequa|NY|11758|40.6682|-73.4588|53804|Magazine features editor|1985-01-06|422649120996|adults_2550_male_urban.json
349-10-3500|348148374755807|Christina|Weber|F|68564 Rodriguez Ville|Leander|TX|78641|30.5835|-97.8575|54068|Production designer, theatre/television/film|1930-04-15|290120380213|adults_50up_female_urban.json
623-05-2536|30169883716117|Holly|Reilly|F|611 Serrano Lights Suite 598|Brooklyn|NY|11214|40.6016|-73.9968|2504700|Engineer, drilling|1997-12-09|217600204148|adults_2550_female_urban.json
068-61-0683|3505835345819562|Erin|Thornton|F|53399 Justin Loaf Suite 217|Menifee|CA|92584|33.6647|-117.1743|43400|Race relations officer|1984-03-01|615619786277|adults_2550_female_urban.json
698-43-8838|4687930302853272768|Jessica|Castro|F|5150 Luis Well|Duarte|CA|91010|34.1407|-117.9567|27465|Scientist, marine|1966-02-16|469439170479|adults_50up_female_urban.json
245-01-8919|30308972073820|Tiffany|Leon|F|1184 Luis Square Suite 863|Brooklyn|NY|11207|40.6705|-73.894|2504700|Accommodation manager|1994-10-10|664776037781|adults_2550_female_urban.json
454-11-2400|5224234473057770|Anna|Montgomery|F|99716 Mckinney Mews Suite 667|San Antonio|TX|78258|29.6562|-98.4967|1595797|Optometrist|1951-08-08|44220964517|adults_50up_female_urban.json
741-88-6188|213134400952248|Theresa|Downs|F|537 Susan Falls Apt. 191|Las Vegas|NV|89115|36.2158|-115.0671|1417793|Further education lecturer|1992-10-28|775773171965|adults_2550_female_urban.json
022-47-4662|30360157911506|Patrick|Davis|M|2600 Dennis Keys|Antelope|CA|95843|38.7159|-121.3648|45048|Surveyor, minerals|1981-05-06|788434965932|adults_2550_male_urban.json
268-60-5510|3583354883571929|Ashley|Duncan|F|146 Tara Station Suite 643|Lincoln|NE|68502|40.7893|-96.6938|266032|Designer, furniture|1972-06-11|962171225531|adults_50up_female_urban.json
507-89-2273|4652824685492726|Donna|Williams|F|208 Beck Corners|Detroit Lakes|MN|56501|46.8349|-95.8006|16290|Industrial buyer|1939-05-30|823201519716|adults_50up_female_urban.json
018-41-1410|3585432716303351|Steven|Kirk|M|9301 Brian Camp|Eden|NY|14057|42.6506|-78.8781|8116|Theme park manager|1975-10-28|575750739436|adults_50up_male_urban.json
603-31-1081|180081048028353|Michael|Ramirez|M|929 Christy Forks Apt. 437|Raleigh|NC|27609|35.848|-78.6317|489514|Pensions consultant|1977-05-21|96313342564|adults_2550_male_urban.json
428-51-2792|213181226815943|Penny|Shannon|F|0531 Benjamin Keys Apt. 309|Phoenix|AZ|85014|33.5103|-112.0556|1312922|Police officer|1994-04-26|662295995829|adults_2550_female_urban.json
516-38-2286|2709142693765018|Jared|Tucker|M|187 Sanders Crossroad Apt. 636|San Jacinto|CA|92583|33.7967|-116.9324|45885|Sport and exercise psychologist|1951-09-02|994396446147|adults_50up_male_urban.json
367-04-1439|3527629226667883|Alexandra|Lyons|F|6165 Jacob Row|Seven Springs|NC|28578|35.2105|-77.9146|6363|Town planner|1963-04-28|982155848186|adults_50up_female_urban.json
624-01-7599|4598125597772659763|Elizabeth|Dunn|F|580 Johnson Cliffs|East Jewett|NY|12424|42.2469|-74.1353|250|Horticultural therapist|1962-08-10|846644562563|adults_50up_female_rural.json
800-50-5402|30391295651886|Jeremy|Wong|M|600 Ayala Avenue Apt. 449|Ravenna|OH|44266|41.1649|-81.2337|33581|Education officer, community|2005-06-27|616101057281|young_adults_male_urban.json
504-45-7587|676330293017|Ashley|Wiley|F|018 Houston Camp Suite 429|Philadelphia|PA|19111|40.0596|-75.0818|1526206|Advice worker|1949-10-06|727573903111|adults_50up_female_urban.json
353-20-2969|4369318062007300|Todd|Burnett|M|6249 Cox Mountains|Los Angeles|CA|90045|33.9631|-118.3941|2383912|Homeopath|1989-10-04|30039612548|adults_2550_male_urban.json
335-64-1508|4469567406873541|David|Watson|M|1466 Gomez Well Apt. 483|Cliffside Park|NJ|07010|40.8222|-73.988|23594|Housing manager/officer|1970-03-03|814160719405|adults_50up_male_urban.json
678-46-8963|6011673664853205|Shannon|Shepherd|F|8708 Sanchez Trail Suite 983|Humboldt|AZ|86329|34.5189|-112.2523|1179|Food technologist|1962-04-23|267579752663|adults_50up_female_rural.json
747-56-9783|3580504505092844|James|Martin|M|73429 Ashley Square|Wentzville|MO|63385|38.802|-90.8534|35750|Psychologist, sport and exercise|1967-09-14|251027251680|adults_50up_male_urban.json
502-19-9672|375038016258516|Heather|Rhodes|F|5028 Larry Junctions|Los Angeles|CA|90038|34.0898|-118.3215|2383912|Ergonomist|1982-11-01|72519313130|adults_2550_female_urban.json
476-77-4339|4379531112359046|Wendy|Jackson|F|74286 Escobar Valley Suite 108|Hendersonville|NC|28792|35.3613|-82.4264|66646|Medical physicist|1999-08-18|246943053902|adults_2550_female_urban.json
568-92-5736|375146091935112|Karen|Winters|F|5537 Sandra Mall Apt. 728|Gary|IN|46406|41.5878|-87.4062|85171|Clinical cytogeneticist|1999-10-09|500001766557|adults_2550_female_urban.json
453-33-6313|5515756264126081|Deanna|Wilson|F|2099 Rodney Fort Apt. 963|Hastings|PA|16646|40.6659|-78.7029|2558|Advertising account planner|1995-03-16|931106387909|adults_2550_female_urban.json
634-77-5506|2370450599822678|Darren|Lara|M|43888 Kyle Key|Grants Pass|OR|97526|42.4638|-123.3457|67918|Chemical engineer|1968-02-13|320651824516|adults_50up_male_urban.json
059-19-6051|3564502823134272|Ivan|Watson|M|2991 Jennifer Highway Apt. 443|Lamar|SC|29069|34.1862|-80.0963|5020|Chartered certified accountant|1973-12-10|934247029802|adults_50up_male_urban.json
663-39-4076|6531029771150624|Michael|Wilson|M|265 Renee Forest Apt. 816|Newark|NJ|07103|40.737|-74.1964|277237|Counsellor|1964-06-06|677253242386|adults_50up_male_urban.json
055-94-8249|30392219836918|Richard|Ramos|M|7105 Annette Springs Suite 707|Lansdale|PA|19446|40.2378|-75.2955|55138|Horticulturist, commercial|1972-03-04|933495066115|adults_50up_male_urban.json
634-94-1327|340445002026835|Justin|Peters|M|45029 Shaw Mission|Central Islip|NY|11722|40.7866|-73.1961|35177|Occupational psychologist|1987-07-02|257900892925|adults_2550_male_urban.json
049-35-0140|3546754182368818|Amanda|Oneal|F|2105 John Harbors|Picayune|MS|39466|30.5418|-89.691|27738|Mining engineer|1967-11-24|107632337582|adults_50up_female_urban.json
164-20-0048|2248825320831686|Barbara|Chan|F|60389 Deborah Squares Suite 369|Tempe|AZ|85283|33.3665|-111.9312|167311|Administrator, charities/voluntary organisations|1970-03-19|822339592525|adults_50up_female_urban.json
724-40-7965|6520005214107077|Ashley|Allen|F|89512 Stephen Pines Suite 119|Huntsville|AL|35824|34.6583|-86.7295|190178|Catering manager|1982-04-18|290435205275|adults_2550_female_urban.json
312-47-4253|379729655619275|Jeffrey|Miller|M|1886 Meghan Garden Suite 612|Gainesville|GA|30506|34.3562|-83.8882|120577|Operational investment banker|1958-10-22|913818340502|adults_50up_male_urban.json
795-57-8912|4557371388740|Samantha|Williams|F|46144 Blackwell Fall|Spring City|PA|19475|40.1765|-75.5697|11283|Research officer, trade union|1978-12-11|225160494781|adults_2550_female_urban.json
001-38-1810|2461421524831969|William|Mclaughlin|M|4704 Edwards Plain|San Antonio|TX|78204|29.4059|-98.5078|1595797|Systems analyst|1977-12-16|650204358010|adults_2550_male_urban.json
495-03-3547|6011004837936315|Ralph|Ray|M|291 Timothy Centers|Phenix City|AL|36870|32.4781|-85.124|59744|Music therapist|1977-04-20|658546607720|adults_2550_male_urban.json
066-06-4330|630429118726|Carl|Moore|M|83018 Sean Prairie Suite 075|Tipton|IN|46072|40.2817|-86.0433|9324|Product/process development scientist|1973-10-23|672273279091|adults_50up_male_urban.json
